,match_id,player_slot,radiant_win,duration,game_mode,lobby_type,hero_id,start_time,version,kills,deaths,assists,skill,leaver_status,party_size,win,side,localized_name,my_hero_rating
100,3023311523,3,True,3420,4,0,3,2017-02-26 19:28:32,,9,5,28,,0,,1,Radiant,Bane,5
382,3023222193,130,False,2935,4,0,75,2017-02-26 18:27:10,,9,5,32,,0,,1,Dire,Silencer,3
1835,3023031115,131,True,2881,4,0,112,2017-02-26 16:43:18,17.0,4,7,7,,0,,0,Dire,Winter Wyvern,5
17,3020657715,1,True,3119,5,0,4,2017-02-25 16:18:02,,22,2,13,,0,,1,Radiant,Bloodseeker,3
658,3016485437,1,True,3168,5,0,36,2017-02-23 19:18:48,17.0,11,1,27,,0,,1,Radiant,Necrophos,3
912,3016385936,1,False,2668,5,0,45,2017-02-23 18:08:59,,11,4,8,,0,,0,Radiant,Pugna,4
553,3014366936,4,True,3613,4,0,14,2017-02-22 18:00:17,,11,6,30,,0,,1,Radiant,Pudge,2
2166,3014270043,131,True,2267,3,0,2,2017-02-22 16:59:31,,5,9,9,,0,,0,Dire,Axe,1
2112,3012562328,3,True,2240,3,0,29,2017-02-21 19:10:35,,8,0,20,,0,,1,Radiant,Tidehunter,1
1090,3012435165,131,True,3703,5,0,71,2017-02-21 17:40:39,,14,6,30,,0,,0,Dire,Spirit Breaker,2
1522,3012359060,3,True,2169,5,0,31,2017-02-21 16:52:23,,7,1,26,,0,,1,Radiant,Lich,5
1722,3010564388,132,False,3220,5,0,102,2017-02-20 18:16:38,,4,4,32,,0,,1,Dire,Abaddon,5
695,3008719328,128,False,3073,4,0,101,2017-02-19 18:53:53,,10,7,25,,0,,1,Dire,Skywrath Mage,5
659,3008677016,0,True,1115,4,0,36,2017-02-19 18:24:56,,5,1,5,,0,,1,Radiant,Necrophos,3
595,3008555871,131,True,3357,3,0,72,2017-02-19 17:08:29,,7,9,20,,0,,0,Dire,Gyrocopter,5
1770,3006378620,3,False,3844,5,0,99,2017-02-18 19:11:45,,12,7,25,,0,,0,Radiant,Bristleback,1
1974,3006247742,2,True,3259,3,0,33,2017-02-18 17:58:19,,3,5,21,,0,,1,Radiant,Enigma,2
2089,3004256984,129,False,2808,5,0,43,2017-02-17 19:39:53,,13,2,16,,0,,1,Dire,Death Prophet,3
2223,3004187356,130,True,2388,5,0,98,2017-02-17 18:52:22,,5,4,12,,0,,0,Dire,Timbersaw,4
459,3002049332,0,False,3415,3,0,90,2017-02-16 18:02:26,,6,8,13,,0,,0,Radiant,Keeper of the Light,5
2186,3001973059,129,True,1781,5,0,41,2017-02-16 17:13:26,,1,2,4,,0,,0,Dire,Faceless Void,2
1540,3000136783,130,True,3976,5,0,97,2017-02-15 18:21:42,,11,4,14,,0,,0,Dire,Magnus,1
176,3000029901,1,True,1892,5,0,87,2017-02-15 17:11:55,,6,3,24,,0,,1,Radiant,Disruptor,5
2187,2998258971,3,True,2468,3,0,41,2017-02-14 19:03:17,,13,1,17,,0,,1,Radiant,Faceless Void,2
1119,2998201838,2,True,1220,3,0,15,2017-02-14 18:21:08,,1,3,3,,0,,1,Radiant,Razor,1
48,2998122127,132,True,2501,5,0,110,2017-02-14 17:28:04,,7,6,10,,0,,0,Dire,Phoenix,1
49,2996382151,131,False,2247,5,0,110,2017-02-13 19:09:03,,4,4,17,,0,,1,Dire,Phoenix,1
1312,2996266852,132,True,3893,1,0,6,2017-02-13 17:46:40,,5,10,16,,0,,0,Dire,Drow Ranger,3
428,2994345468,129,False,1697,3,0,62,2017-02-12 18:01:20,,0,0,23,,0,,1,Dire,Bounty Hunter,3
1723,2994256083,130,True,2533,5,0,102,2017-02-12 17:07:47,,0,4,11,,0,,0,Dire,Abaddon,5
1851,2989688440,130,False,3157,3,0,52,2017-02-10 18:58:54,,2,6,31,,0,,1,Dire,Leshrac,3
177,2985589979,128,True,2913,4,0,87,2017-02-08 18:17:58,,4,9,22,,0,,0,Dire,Disruptor,5
769,2985462601,128,True,3848,5,0,103,2017-02-08 16:57:47,,7,11,33,,0,,0,Dire,Elder Titan,1
1183,2981561654,128,True,2808,3,0,88,2017-02-06 18:31:04,17.0,5,7,15,,0,,0,Dire,Nyx Assassin,2
335,2978370159,131,True,2376,2,0,25,2017-02-05 18:05:03,17.0,4,3,11,,0,,0,Dire,Lina,5
460,2967477711,128,True,3356,3,0,90,2017-02-02 16:36:39,17.0,1,3,18,,0,,0,Dire,Keeper of the Light,5
554,2964341477,2,True,2478,4,0,14,2017-02-01 18:50:53,17.0,14,6,19,,0,,1,Radiant,Pudge,2
1273,2960790498,129,False,1885,5,0,5,2017-01-31 18:48:45,17.0,3,1,24,,0,,1,Dire,Crystal Maiden,5
1568,2957055376,128,False,4322,5,0,16,2017-01-30 17:47:52,17.0,1,7,33,,0,,1,Dire,Sand King,1
2226,2953433312,2,True,2404,3,0,78,2017-01-29 18:24:54,17.0,10,3,21,,0,,1,Radiant,Brewmaster,2
33,2953213972,2,False,3625,3,0,113,2017-01-29 17:10:14,17.0,12,9,6,,0,,0,Radiant,Arc Warden,3
507,2949170652,130,False,1690,5,0,96,2017-01-28 18:43:30,17.0,12,2,15,,0,,1,Dire,Centaur Warrunner,2
1761,2949005045,2,True,1779,3,0,92,2017-01-28 17:53:57,17.0,4,1,5,,0,,1,Radiant,Visage,3
2135,2944698837,4,True,2013,5,0,108,2017-01-27 19:23:34,17.0,3,2,22,,0,,1,Radiant,Underlord,5
1445,2944514854,130,False,2208,5,0,91,2017-01-27 18:22:28,17.0,0,1,27,,0,,1,Dire,Io,3
1485,2940492556,130,True,2260,3,0,55,2017-01-26 17:23:46,17.0,7,6,9,,0,,0,Dire,Dark Seer,5
258,2938610820,1,False,3500,3,0,35,2017-01-25 20:00:30,,8,7,14,,0,,0,Radiant,Sniper,3
1836,2938521032,129,False,3329,3,0,112,2017-01-25 18:49:06,17.0,5,5,22,,0,,1,Dire,Winter Wyvern,5
794,2936632701,129,True,2275,3,0,111,2017-01-24 19:23:47,17.0,0,3,6,,0,,0,Dire,Oracle,5
1569,2936527621,130,False,3789,3,0,16,2017-01-24 18:05:31,,11,3,30,,0,,1,Dire,Sand King,1
2032,2934637465,4,True,2840,3,0,77,2017-01-23 18:36:30,,6,1,10,,0,,1,Radiant,Lycan,3
578,2932702492,1,True,4150,3,0,86,2017-01-22 19:06:08,,5,5,28,,0,,1,Radiant,Rubick,5
579,2930371895,130,True,4364,3,0,86,2017-01-21 18:35:51,17.0,9,7,37,,0,,0,Dire,Rubick,5
62,2928059310,4,True,2981,3,0,94,2017-01-20 18:12:35,17.0,9,3,12,,0,,1,Radiant,Medusa,3
1486,2927731411,0,True,1975,3,0,55,2017-01-20 15:19:05,17.0,4,2,20,,0,,1,Radiant,Dark Seer,5
178,2925897167,3,False,3405,5,0,87,2017-01-19 16:43:29,,13,8,26,,0,,0,Radiant,Disruptor,5
259,2913589149,128,True,2918,1,0,35,2017-01-13 19:12:48,,14,8,6,,0,,0,Dire,Sniper,3
1091,2899913868,1,False,2244,3,0,71,2017-01-07 10:09:08,17.0,0,7,6,,0,,0,Radiant,Spirit Breaker,2
12,2896437617,128,False,2185,2,0,48,2017-01-05 18:49:49,,10,2,9,,0,,1,Dire,Luna,3
429,2896338186,1,False,2732,3,0,62,2017-01-05 17:49:03,,2,10,16,,0,,0,Radiant,Bounty Hunter,3
1684,2895260455,3,False,4504,3,0,44,2017-01-05 09:02:58,,20,6,9,,0,,0,Radiant,Phantom Assassin,3
1852,2894189805,4,False,2676,4,0,52,2017-01-04 18:11:05,,1,11,9,,0,,0,Radiant,Leshrac,3
1963,2892976790,3,False,2802,4,0,50,2017-01-04 07:55:51,,1,6,11,,0,,0,Radiant,Dazzle,5
2188,2892074610,130,True,1987,3,0,41,2017-01-03 18:33:55,,1,6,11,,0,,0,Dire,Faceless Void,2
1020,2890852114,130,False,3300,2,0,28,2017-01-03 08:11:06,,9,6,32,,0,,1,Dire,Slardar,1
2083,2890042740,3,False,2986,3,0,82,2017-01-02 20:15:33,,9,9,2,,0,,0,Radiant,Meepo,3
2173,2890011435,131,False,654,3,0,17,2017-01-02 19:53:56,17.0,4,0,1,,0,,1,Dire,Storm Spirit,3
1551,2888572812,129,True,2724,3,0,106,2017-01-02 08:01:27,17.0,1,4,7,,0,,0,Dire,Ember Spirit,3
86,2888465086,1,False,2493,3,0,51,2017-01-02 07:05:48,17.0,3,13,11,,0,,0,Radiant,Clockwerk,1
1446,2887564531,1,False,2098,3,0,91,2017-01-01 19:03:26,17.0,2,10,12,,0,,0,Radiant,Io,3
1360,2887410216,131,False,4206,3,0,79,2017-01-01 17:31:25,17.0,4,11,20,,0,,1,Dire,Shadow Demon,1
715,2886384373,130,True,2903,3,0,38,2017-01-01 09:22:30,17.0,2,12,12,,0,,0,Dire,Beastmaster,1
1184,2883829241,0,True,2811,3,0,88,2016-12-31 06:15:40,,6,4,25,,0,,1,Radiant,Nyx Assassin,2
1487,2882949062,129,False,1968,3,0,55,2016-12-30 18:38:34,,16,0,16,,0,,1,Dire,Dark Seer,5
217,2876983656,1,True,3240,3,0,100,2016-12-28 06:37:43,,11,11,15,,0,,1,Radiant,Tusk,1
101,2876085346,129,True,2899,3,0,3,2016-12-27 17:57:39,17.0,2,6,9,,0,,0,Dire,Bane,5
580,2874685779,130,True,2111,3,0,86,2016-12-27 05:53:25,,4,7,11,,0,,0,Dire,Rubick,5
1092,2873901992,1,True,3101,3,0,71,2016-12-26 18:30:16,17.0,6,5,25,,0,,1,Radiant,Spirit Breaker,2
716,2872697090,1,True,2595,3,0,38,2016-12-26 08:34:00,,8,2,17,,0,,1,Radiant,Beastmaster,1
1523,2872616281,3,False,2129,3,0,31,2016-12-26 07:46:30,,4,6,10,,0,,0,Radiant,Lich,5
1815,2869239783,1,False,3300,3,0,63,2016-12-24 18:29:22,17.0,3,4,11,,0,,0,Radiant,Weaver,3
581,2869077730,129,True,3707,3,0,86,2016-12-24 17:09:46,17.0,4,5,24,,0,,0,Dire,Rubick,5
260,2867681956,0,True,3982,3,0,35,2016-12-24 06:36:47,,11,7,39,,0,,1,Radiant,Sniper,3
1447,2867593744,129,True,2120,3,0,91,2016-12-24 05:46:47,,0,6,9,,0,,0,Dire,Io,3
492,2864886789,128,False,2573,3,0,22,2016-12-22 18:14:19,,13,1,27,,0,,1,Dire,Zeus,4
461,2864715565,4,True,2604,3,0,90,2016-12-22 16:38:49,,8,2,35,,0,,1,Radiant,Keeper of the Light,5
1837,2864627996,132,False,1913,3,0,112,2016-12-22 15:55:50,,4,1,13,,0,,1,Dire,Winter Wyvern,5
1665,2863698947,131,True,2070,3,0,20,2016-12-22 08:11:40,,2,5,8,,0,,0,Dire,Vengeful Spirit,2
284,2861500919,3,True,2732,3,0,83,2016-12-21 06:56:21,,3,4,11,,0,,1,Radiant,Treant Protector,2
63,2853734002,1,True,1534,5,0,94,2016-12-17 18:20:18,17.0,4,1,1,,0,,1,Radiant,Medusa,3
1570,2853555585,1,True,3384,5,0,16,2016-12-17 17:00:32,17.0,6,2,29,,0,,1,Radiant,Sand King,1
810,2850928294,132,True,4334,1,0,26,2016-12-16 17:14:02,,5,7,24,,0,,0,Dire,Lion,5
811,2849961619,2,False,3590,1,0,26,2016-12-16 10:26:16,,7,6,24,,0,,0,Radiant,Lion,5
913,2847645738,132,False,2447,1,0,45,2016-12-15 10:13:22,,8,6,22,,0,,1,Dire,Pugna,4
187,2847556705,4,False,2551,5,0,65,2016-12-15 09:23:04,,6,9,18,,0,,0,Radiant,Batrider,5
610,2831424631,128,False,3800,3,0,53,2016-12-08 16:39:52,17.0,9,7,25,,0,,1,Dire,Nature's Prophet,5
1998,2829471133,0,False,1916,1,0,104,2016-12-07 17:49:56,17.0,1,4,5,,0,,0,Radiant,Legion Commander,1
2008,2827427752,130,True,3265,3,0,60,2016-12-06 17:57:41,17.0,3,4,13,,0,,0,Dire,Night Stalker,2
1274,2827333444,130,False,2544,3,0,5,2016-12-06 17:00:38,17.0,11,5,29,,0,,1,Dire,Crystal Maiden,5
1762,2825492863,129,True,2205,1,0,92,2016-12-05 19:09:14,17.0,1,7,6,,0,,0,Dire,Visage,3
430,2825407643,2,False,2610,1,0,62,2016-12-05 18:11:11,17.0,5,6,4,,0,,0,Radiant,Bounty Hunter,3
611,2825315806,130,False,2807,3,0,53,2016-12-05 17:14:23,17.0,6,4,38,,0,,1,Dire,Nature's Prophet,5
493,2823369981,129,False,4219,1,0,22,2016-12-04 18:23:03,17.0,13,6,35,,0,,1,Dire,Zeus,4
812,2820724759,129,False,2896,1,0,26,2016-12-03 17:18:02,17.0,5,5,23,,0,,1,Dire,Lion,5
1448,2818401838,0,False,1564,4,0,91,2016-12-02 18:52:43,17.0,1,5,7,,0,,0,Radiant,Io,3
1433,2818304456,128,False,2462,3,0,73,2016-12-02 17:56:49,17.0,16,0,17,,0,,1,Dire,Alchemist,3
2189,2816195354,129,False,3710,3,0,41,2016-12-01 18:41:27,17.0,7,2,25,,0,,1,Dire,Faceless Void,2
2009,2816114783,1,True,2395,3,0,60,2016-12-01 17:48:03,17.0,10,0,24,,0,,1,Radiant,Night Stalker,2
300,2814163521,2,True,3185,3,0,37,2016-11-30 19:03:59,17.0,4,6,22,,0,,1,Radiant,Warlock,2
204,2814070535,2,True,2804,4,0,9,2016-11-30 18:00:54,17.0,7,1,10,,0,,1,Radiant,Mirana,3
218,2812094522,4,True,2751,5,0,100,2016-11-29 19:01:12,17.0,9,4,15,,0,,1,Radiant,Tusk,1
494,2811980211,131,False,3439,3,0,22,2016-11-29 17:47:28,17.0,12,4,26,,0,,1,Dire,Zeus,4
1999,2809933618,131,True,3099,3,0,104,2016-11-28 18:02:06,17.0,7,3,13,,0,,0,Dire,Legion Commander,1
1838,2809842704,131,True,2094,3,0,112,2016-11-28 17:05:31,17.0,3,5,10,,0,,0,Dire,Winter Wyvern,5
1541,2808007309,131,True,2189,3,0,97,2016-11-27 19:24:24,17.0,0,9,12,,0,,0,Dire,Magnus,1
770,2807941454,3,True,1755,3,0,103,2016-11-27 18:40:44,17.0,3,3,19,,0,,1,Radiant,Elder Titan,1
1816,2807853164,131,False,2128,3,0,63,2016-11-27 17:47:43,17.0,10,1,9,,0,,1,Dire,Weaver,3
1449,2807736000,131,False,2802,3,0,91,2016-11-27 16:43:37,17.0,2,2,22,,0,,1,Dire,Io,3
1552,2802766778,2,False,6428,5,0,106,2016-11-25 18:22:30,17.0,30,8,34,,0,,0,Radiant,Ember Spirit,3
795,2802653849,2,False,2817,3,0,111,2016-11-25 17:21:24,17.0,1,8,12,,0,,0,Radiant,Oracle,5
1571,2800524657,1,False,3084,3,0,16,2016-11-24 18:09:57,17.0,4,5,8,,0,,0,Radiant,Sand King,1
2161,2800433707,1,True,2565,3,0,93,2016-11-24 17:15:06,17.0,8,3,10,,0,,1,Radiant,Slark,3
2000,2798462027,131,False,3477,3,0,104,2016-11-23 18:15:57,17.0,12,5,21,,0,,1,Dire,Legion Commander,1
771,2798331913,131,True,3486,3,0,103,2016-11-23 16:56:04,17.0,4,7,25,,0,,0,Dire,Elder Titan,1
2190,2796547275,2,True,2802,3,0,41,2016-11-22 19:17:11,17.0,6,3,15,,0,,1,Radiant,Faceless Void,2
336,2796455030,131,False,2308,3,0,25,2016-11-22 18:12:46,17.0,10,3,12,,0,,1,Dire,Lina,5
227,2796336741,130,True,3245,3,0,30,2016-11-22 17:00:17,17.0,5,6,14,,0,,0,Dire,Witch Doctor,5
555,2794420847,2,True,2300,3,0,14,2016-11-21 18:24:37,17.0,1,6,13,,0,,1,Radiant,Pudge,2
18,2794262854,2,False,4528,3,0,4,2016-11-21 16:46:40,17.0,6,7,18,,0,,0,Radiant,Bloodseeker,3
1758,2792467705,130,False,2054,3,0,76,2016-11-20 19:22:05,17.0,4,1,10,,0,,1,Dire,Outworld Devourer,5
1853,2792390052,2,True,2213,3,0,52,2016-11-20 18:29:47,17.0,5,6,16,,0,,1,Radiant,Leshrac,3
261,2789911292,3,True,2590,3,0,35,2016-11-19 19:30:20,17.0,5,3,6,,0,,1,Radiant,Sniper,3
914,2789809358,130,False,2412,3,0,45,2016-11-19 18:34:49,17.0,3,4,15,,0,,1,Dire,Pugna,4
1150,2789515029,130,False,2177,3,0,85,2016-11-19 16:21:58,17.0,3,0,21,,0,,1,Dire,Undying,1
556,2787251893,130,True,2668,3,0,14,2016-11-18 18:52:50,17.0,5,10,8,,0,,0,Dire,Pudge,2
1164,2787125424,2,False,3367,3,0,32,2016-11-18 17:41:30,17.0,5,9,24,,0,,0,Radiant,Riki,3
2167,2787021507,2,False,2040,3,0,2,2016-11-18 16:50:07,17.0,10,5,10,,0,,0,Radiant,Axe,1
431,2784938376,1,True,2499,3,0,62,2016-11-17 17:34:04,17.0,6,5,35,,0,,1,Radiant,Bounty Hunter,3
1120,2784815560,131,False,2213,3,0,15,2016-11-17 16:26:46,17.0,8,2,13,,0,,1,Dire,Razor,1
1093,2782971934,3,True,3549,3,0,71,2016-11-16 18:47:11,17.0,8,3,31,,0,,1,Radiant,Spirit Breaker,2
1275,2782878864,130,False,3004,3,0,5,2016-11-16 17:45:31,17.0,7,2,13,,0,,1,Dire,Crystal Maiden,5
19,2780959469,1,True,1804,3,0,4,2016-11-15 19:09:15,17.0,8,1,13,,0,,1,Radiant,Bloodseeker,3
432,2778841367,2,True,2730,3,0,62,2016-11-14 18:04:36,17.0,7,5,29,,0,,1,Radiant,Bounty Hunter,3
64,2778703560,131,False,3584,3,0,94,2016-11-14 16:42:08,17.0,15,4,19,,0,,1,Dire,Medusa,3
474,2776913071,0,True,2265,3,0,10,2016-11-13 19:34:14,17.0,7,1,2,,0,,1,Radiant,Morphling,3
696,2776817079,128,True,2822,4,0,101,2016-11-13 18:32:23,17.0,7,6,10,,0,,0,Dire,Skywrath Mage,5
462,2776715030,0,True,2287,3,0,90,2016-11-13 17:33:49,17.0,0,1,18,,0,,1,Radiant,Keeper of the Light,5
1937,2769463394,130,False,2145,3,0,18,2016-11-10 18:56:51,17.0,12,1,7,,0,,1,Dire,Sven,1
2199,2769374433,2,False,2506,3,0,8,2016-11-10 17:56:50,17.0,0,7,4,,0,,0,Radiant,Juggernaut,3
404,2767505178,132,True,2637,4,0,57,2016-11-09 19:17:05,17.0,0,4,8,,0,,0,Dire,Omniknight,1
772,2767415388,132,False,3142,4,0,103,2016-11-09 18:14:12,17.0,7,0,41,,0,,1,Dire,Elder Titan,1
582,2765443599,130,True,3222,3,0,86,2016-11-08 18:18:01,17.0,3,5,14,,0,,0,Dire,Rubick,5
773,2765269857,2,False,3613,3,0,103,2016-11-08 16:31:28,17.0,7,5,32,,0,,0,Radiant,Elder Titan,1
1975,2765197595,131,False,1524,3,0,33,2016-11-08 15:52:02,17.0,3,3,18,,0,,1,Dire,Enigma,2
1165,2763476174,2,False,2617,3,0,32,2016-11-07 18:38:45,17.0,0,10,12,,0,,0,Radiant,Riki,3
433,2763397249,130,False,1991,3,0,62,2016-11-07 17:47:03,17.0,7,1,31,,0,,1,Dire,Bounty Hunter,3
2136,2761375217,2,False,3391,3,0,108,2016-11-06 18:15:31,17.0,3,2,14,,0,,0,Radiant,Underlord,5
1329,2761268694,130,True,2357,3,0,68,2016-11-06 17:15:07,17.0,1,4,10,,0,,0,Dire,Ancient Apparition,5
87,2756243933,2,True,2105,3,0,51,2016-11-04 18:22:02,17.0,8,2,7,,0,,1,Radiant,Clockwerk,1
2033,2756075894,2,False,2093,3,0,77,2016-11-04 16:56:21,17.0,4,5,13,,0,,0,Radiant,Lycan,3
1462,2753889656,1,False,2478,3,0,42,2016-11-03 19:01:10,17.0,1,2,3,,0,,0,Radiant,Wraith King,3
2113,2753767459,1,False,2465,3,0,29,2016-11-03 17:53:30,17.0,1,4,10,,0,,0,Radiant,Tidehunter,1
1817,2751988105,132,False,2752,3,0,63,2016-11-02 18:21:05,17.0,13,0,23,,0,,1,Dire,Weaver,3
1524,2751899255,0,True,2143,3,0,31,2016-11-02 17:28:51,17.0,5,2,15,,0,,1,Radiant,Lich,5
557,2749820009,130,True,2656,3,0,14,2016-11-01 18:29:29,17.0,6,6,19,,0,,0,Dire,Pudge,2
1746,2749706072,130,False,2611,3,0,56,2016-11-01 17:23:44,17.0,10,2,15,,0,,1,Dire,Clinkz,3
1021,2749619009,2,True,2034,3,0,28,2016-11-01 16:36:41,17.0,1,3,7,,0,,1,Radiant,Slardar,1
1525,2747499679,1,False,2949,1,0,31,2016-10-31 16:57:48,17.0,8,6,14,,0,,0,Radiant,Lich,5
1463,2745503007,128,True,2353,1,0,42,2016-10-30 18:54:52,17.0,3,3,9,,0,,0,Dire,Wraith King,3
1526,2745408729,0,False,2149,1,0,31,2016-10-30 17:58:51,17.0,3,3,10,,0,,0,Radiant,Lich,5
2090,2745323390,0,True,2296,4,0,43,2016-10-30 17:12:13,17.0,4,2,18,,0,,1,Radiant,Death Prophet,3
102,2743013136,130,False,2472,4,0,3,2016-10-29 19:08:28,17.0,3,4,26,,0,,1,Dire,Bane,5
1724,2742882459,132,False,2867,1,0,102,2016-10-29 18:00:33,17.0,0,4,18,,0,,1,Dire,Abaddon,5
65,2740723918,129,False,3033,4,0,94,2016-10-28 19:08:04,17.0,6,1,11,,0,,1,Dire,Medusa,3
1964,2740630281,129,False,2330,4,0,50,2016-10-28 18:12:47,17.0,1,2,13,,0,,1,Dire,Dazzle,5
1572,2740497813,0,False,3057,4,0,16,2016-10-28 17:03:05,17.0,3,7,12,,0,,0,Radiant,Sand King,1
796,2738523828,128,True,2641,4,0,111,2016-10-27 18:49:36,17.0,2,5,10,,0,,0,Dire,Oracle,5
1330,2738425433,1,True,3360,5,0,68,2016-10-27 17:45:46,17.0,7,6,20,,0,,1,Radiant,Ancient Apparition,5
103,2738324191,129,True,2390,3,0,3,2016-10-27 16:48:03,17.0,4,4,9,,0,,0,Dire,Bane,5
337,2736515571,1,True,3529,4,0,25,2016-10-26 18:45:30,17.0,4,10,25,,0,,1,Radiant,Lina,5
50,2736455634,1,False,1441,5,0,110,2016-10-26 18:05:07,17.0,1,6,5,,0,,0,Radiant,Phoenix,1
20,2736367313,2,False,2984,4,0,4,2016-10-26 17:10:19,17.0,8,6,18,,0,,0,Radiant,Bloodseeker,3
1185,2734443963,3,False,3328,3,0,88,2016-10-25 17:44:40,17.0,3,11,13,,0,,0,Radiant,Nyx Assassin,2
660,2734344155,129,False,3124,4,0,36,2016-10-25 16:44:29,17.0,10,7,18,,0,,1,Dire,Necrophos,3
2205,2732515617,1,False,3542,4,0,46,2016-10-24 18:15:12,17.0,18,4,18,,0,,0,Radiant,Templar Assassin,3
1527,2732376186,1,True,3985,4,0,31,2016-10-24 16:49:41,17.0,6,11,29,,0,,1,Radiant,Lich,5
774,2725340330,3,True,3021,4,0,103,2016-10-21 17:46:07,17.0,2,1,16,,0,,1,Radiant,Elder Titan,1
1022,2723337402,0,True,2279,3,0,28,2016-10-20 19:22:07,17.0,9,3,14,,0,,1,Radiant,Slardar,1
1747,2723272836,128,True,2090,4,0,56,2016-10-20 18:36:10,17.0,6,5,3,,0,,0,Dire,Clinkz,3
1839,2723183923,1,False,2559,4,0,112,2016-10-20 17:39:35,17.0,5,3,6,,0,,0,Radiant,Winter Wyvern,5
1965,2723095385,130,True,2261,3,0,50,2016-10-20 16:47:48,17.0,1,4,12,,0,,0,Dire,Dazzle,5
1313,2721107229,130,False,2595,4,0,6,2016-10-19 17:18:59,17.0,4,2,14,,0,,1,Dire,Drow Ranger,3
1023,2719251108,4,True,2167,3,0,28,2016-10-18 18:33:29,17.0,4,3,16,,0,,1,Radiant,Slardar,1
2182,2719108985,130,False,4358,4,0,54,2016-10-18 17:02:21,17.0,7,4,19,,0,,1,Dire,Lifestealer,3
1135,2715348416,3,False,3543,4,0,89,2016-10-16 19:11:27,17.0,1,6,11,,0,,0,Radiant,Naga Siren,3
813,2715262061,130,True,2490,4,0,26,2016-10-16 18:16:11,17.0,2,5,8,,0,,0,Dire,Lion,5
1094,2714074031,128,False,3064,1,0,71,2016-10-16 09:23:20,17.0,16,3,42,,0,,1,Dire,Spirit Breaker,2
683,2713953548,0,True,2418,1,0,70,2016-10-16 08:30:05,17.0,8,5,17,,0,,1,Radiant,Ursa,3
1818,2712749107,0,False,2958,4,0,63,2016-10-15 19:09:29,17.0,7,4,8,,0,,0,Radiant,Weaver,3
2010,2712659955,128,False,2009,4,0,60,2016-10-15 18:23:04,17.0,7,4,21,,0,,1,Dire,Night Stalker,2
508,2712519822,128,True,2749,3,0,96,2016-10-15 17:18:56,17.0,2,7,19,,0,,0,Dire,Centaur Warrunner,2
1331,2710175618,0,True,3038,4,0,68,2016-10-14 18:28:25,17.0,1,3,18,,0,,1,Radiant,Ancient Apparition,5
558,2710080302,0,True,2058,4,0,14,2016-10-14 17:37:17,17.0,4,5,14,,0,,1,Radiant,Pudge,2
2201,2709992651,0,True,1355,4,0,23,2016-10-14 16:54:15,17.0,0,0,2,,0,,1,Radiant,Kunkka,3
623,2707495139,129,True,1550,1,0,67,2016-10-13 14:25:21,17.0,0,3,2,,0,,0,Dire,Spectre,3
1276,2707381853,3,False,2211,3,0,5,2016-10-13 13:36:34,17.0,2,3,5,,0,,0,Radiant,Crystal Maiden,5
434,2705884546,3,True,575,3,0,62,2016-10-12 17:54:19,17.0,0,0,2,,0,,1,Radiant,Bounty Hunter,3
2224,2705774573,3,False,2995,5,0,98,2016-10-12 16:50:25,17.0,6,8,10,,1,,0,Radiant,Timbersaw,4
509,2701793434,2,True,2044,3,0,96,2016-10-10 18:04:00,17.0,5,0,11,,0,,1,Radiant,Centaur Warrunner,2
285,2701682751,130,False,2682,4,0,83,2016-10-10 16:58:44,17.0,2,1,17,,0,,1,Dire,Treant Protector,2
338,2699745180,1,True,4416,3,0,25,2016-10-09 17:53:22,17.0,8,8,28,,0,,1,Radiant,Lina,5
2162,2698281385,130,False,5621,1,0,93,2016-10-09 06:31:27,17.0,21,6,31,,0,,1,Dire,Slark,3
104,2697243295,0,False,2365,4,0,3,2016-10-08 17:52:48,17.0,2,4,6,,0,,0,Radiant,Bane,5
1361,2695795765,129,True,2538,1,0,79,2016-10-08 06:50:19,17.0,4,4,9,,0,,0,Dire,Shadow Demon,1
1434,2694952474,0,True,2193,4,0,73,2016-10-07 19:01:14,17.0,3,0,10,,0,,1,Radiant,Alchemist,3
697,2694870816,128,False,2244,4,0,101,2016-10-07 18:11:34,17.0,4,1,12,,0,,1,Dire,Skywrath Mage,5
361,2692717756,130,True,3495,2,0,7,2016-10-06 18:39:44,17.0,2,6,11,,0,,0,Dire,Earthshaker,2
1938,2692598036,130,True,3135,5,0,18,2016-10-06 17:27:12,17.0,13,5,10,,0,,0,Dire,Sven,1
1507,2688651001,2,False,2274,4,0,61,2016-10-04 19:11:02,17.0,3,3,2,,0,,0,Radiant,Broodmother,3
2163,2688583994,130,False,2313,5,0,93,2016-10-04 18:25:02,17.0,10,1,8,,0,,1,Dire,Slark,3
661,2684564163,131,True,1871,5,0,36,2016-10-02 19:37:21,17.0,8,5,4,,0,,0,Dire,Necrophos,3
1314,2684470326,1,True,2574,3,0,6,2016-10-02 18:34:47,17.0,14,2,8,,0,,1,Radiant,Drow Ranger,3
1136,2682074704,132,True,4010,5,0,89,2016-10-01 18:59:08,17.0,10,4,10,,0,,0,Dire,Naga Siren,3
205,2681787629,3,True,3367,4,0,9,2016-10-01 16:37:55,17.0,4,5,22,,0,,1,Radiant,Mirana,3
206,2679631425,1,False,1917,5,0,9,2016-09-30 19:23:54,17.0,1,4,3,,0,,0,Radiant,Mirana,3
228,2679564836,1,False,1347,2,0,30,2016-09-30 18:43:04,17.0,0,6,3,,0,,0,Radiant,Witch Doctor,5
